customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerSupportCalls,RecentTransactions,SatisfactionScore,DaysSinceLastInteraction
4929-ROART,Male,0,No,No,18.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,No,1.0,5.0,8.0,209.0
5406-KGRMX,Female,0,No,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1719.15,No,3.0,7.0,5.2,173.0
1991-VOPLL,Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,No,2.0,5.0,8.0,178.0
9391-YZEJW,Female,0,No,No,62.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,5757.2,No,1.0,5.0,3.6,51.0
3138-BKYAV,Male,0,No,No,6.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,1.0,5.0,2.7,221.0
8265-HKSOW,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,No,4.0,5.0,2.5,69.0
1110-KYLGQ,Female,0,No,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,No,1.0,3.0,,234.0
8063-RJYNF,Male,0,No,No,16.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,Yes,0.0,6.0,3.4,258.0
2770-NSVDG,Male,0,Yes,No,24.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,,688,No,4.0,7.0,5.1,99.0
3070-FNFZQ,Female,0,Yes,Yes,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,No,3.0,4.0,6.4,197.0
3262-EIDHV,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),,5893.9,No,0.0,5.0,7.9,115.0
1754-GKYPY,Male,1,Yes,No,22.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,No,0.0,6.0,3.0,304.0
5271-YNWVR,Male,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,,7856,Yes,1.0,5.0,5.7,
2397-BRLOM,Male,1,Yes,Yes,8.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,Yes,3.0,4.0,3.3,249.0
1080-BWSYE,Male,1,Yes,No,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),88.108344658344,1740.8,No,1.0,2.0,7.0,150.0
8436-BJUMM,Male,0,Yes,Yes,,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.6,Yes,0.0,7.0,6.3,162.0
3957-HHLMR,Female,0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,No,1.0,5.0,4.4,140.0
0530-IJVDB,Male,0,No,Yes,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.6,7882.5,No,2.0,1.0,5.2,
8606-OEGQZ,Female,0,No,Yes,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.3,454.65,No,5.0,7.0,4.5,
1937-OTUKY,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No,2.0,4.0,4.0,216.0
5996-EBTKM,Female,0,Yes,Yes,67.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.9,4615.9,No,1.0,2.0,1.9,219.0
3714-JTVOV,Female,1,Yes,No,42.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),,3229.4,Yes,1.0,8.0,4.4,122.0
6348-SNFUS,Male,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,1.0,8.0,5.2,333.0
8010-EZLOU,Male,1,No,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,1.0,3.0,5.6,124.0
0780-XNZFN,Male,0,No,No,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1125.6,No,0.0,10.0,5.1,196.0
8456-QDAVC,Male,0,No,No,,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.7,1495.1,No,0.0,5.0,8.6,304.0
2277-BKJKN,Female,1,Yes,No,71.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,7213.75,No,1.0,1.0,6.7,99.0
9944-HKVVB,Female,0,No,No,3.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,Yes,2.0,3.0,7.0,
5013-SBUIH,Female,0,No,No,50.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,,5551.15,Yes,1.0,2.0,4.0,150.0
6103-LIANB,Male,0,Yes,Yes,59.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,No,3.0,4.0,6.5,252.0
4759-TRPLW,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,2.0,4.0,6.3,84.0
2027-WKXMW,Female,0,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,No,2.0,3.0,5.6,138.0
0440-MOGPM,Female,0,No,No,41.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,No,1.0,6.0,7.6,365.0
6950-TWMYB,Male,0,Yes,Yes,54.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.95,4362.05,No,2.0,7.0,4.7,
9979-RGMZT,Female,0,No,No,7.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,No,1.0,2.0,7.3,62.0
1293-BSEUN,Female,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.7,1482.3,No,2.0,5.0,5.1,340.0
1545-ACTAS,Female,0,Yes,Yes,48.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.7,4977.2,No,2.0,8.0,2.1,42.0
1060-ENTOF,Female,1,Yes,No,67.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,7035.6,No,2.0,5.0,5.5,167.0
3717-FDJFU,Male,0,No,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,4.0,6.0,6.9,215.0
1269-FOYWN,Male,0,Yes,Yes,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,No,4.0,6.0,5.0,128.0
0376-YMCJC,Male,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,,1943.2,Yes,3.0,9.0,4.3,148.0
2832-KJCRD,Female,0,No,No,38.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.65,3988.5,No,2.0,0.0,4.2,256.0
0394-YONDK,Male,0,Yes,Yes,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1790.15,No,0.0,4.0,5.1,291.0
9060-HJJRW,Female,0,No,No,51.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.4,2928.5,No,0.0,2.0,6.0,275.0
2402-TAIRZ,Female,0,No,No,37.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,No,2.0,6.0,4.1,9.0
3030-YZADT,Male,0,No,No,9.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,,431,Yes,2.0,6.0,,178.0
9500-WBGRP,Male,0,No,No,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.1,1268.85,No,4.0,5.0,3.1,86.0
0880-FVFWF,Male,0,No,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4,4922.4,No,4.0,6.0,5.1,87.0
1143-NMNQJ,Female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,Yes,2.0,4.0,1.0,80.0
8107-RZLNV,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.3,7565.35,No,2.0,6.0,1.6,109.0
5327-CNLUQ,Male,0,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),,4473.45,No,2.0,5.0,1.4,163.0
7089-XXAYG,Male,0,Yes,No,25.0,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,No,4.0,3.0,5.5,
3976-HXHCE,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,1414.8,No,2.0,7.0,7.3,133.0
8404-GFGCZ,Male,0,Yes,No,4.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,,250.1,No,3.0,6.0,6.9,123.0
7622-NXQZR,Male,0,No,No,28.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,5.0,1.0,4.9,139.0
4199-QHJNM,Male,1,Yes,No,67.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.9,6989.7,No,2.0,7.0,4.5,166.0
3243-ZHOHY,Female,0,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,296.15,No,0.0,4.0,,164.0
3084-DOWLE,Female,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,No,4.0,6.0,7.1,105.0
0348-SDKOL,Female,0,Yes,No,58.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,4.0,7.0,2.1,150.0
7503-ZGUZJ,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,84.65,Yes,2.0,9.0,5.8,265.0
5364-XYIRR,Male,0,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,Yes,4.0,4.0,4.4,235.0
9764-REAFF,Female,0,Yes,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),,1057.85,No,3.0,4.0,4.1,163.0
9172-JITSM,Female,0,Yes,Yes,,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,2.0,4.0,2.3,278.0
5063-IUOKK,Male,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,,265.75,No,0.0,9.0,4.0,110.0
7774-OJSXI,Male,0,No,No,31.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3066.45,Yes,0.0,6.0,4.5,291.0
2212-LYASK,Male,0,Yes,Yes,,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,No,2.0,4.0,4.9,186.0
6345-ULYRW,Male,1,Yes,No,44.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.4,3912.9,Yes,3.0,6.0,5.7,233.0
2208-NKVVH,Male,0,Yes,Yes,43.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.25,1077.95,No,1.0,6.0,6.7,79.0
0201-OAMXR,Female,0,No,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,Yes,3.0,6.0,4.8,94.0
0019-GFNTW,Female,0,No,No,56.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),45.05,2560.1,No,3.0,3.0,6.3,
6120-RJKLU,Female,1,Yes,No,62.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.95,4819.75,No,0.0,2.0,,181.0
4878-BUNFV,Male,0,Yes,Yes,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.7,828.85,No,0.0,5.0,3.5,38.0
6892-BOGQE,Female,0,Yes,No,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No,1.0,4.0,8.2,239.0
5093-FEGLU,Female,0,Yes,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,921.55,No,3.0,4.0,1.0,55.0
6260-ONULR,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,,62.8,No,3.0,4.0,7.9,358.0
3347-YJZZE,Male,0,Yes,Yes,29.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8,No,2.0,2.0,5.5,249.0
1492-KGETH,Male,0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,No,2.0,7.0,5.3,70.0
9644-KVCNC,Female,0,No,No,66.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),92.15,6056.9,No,2.0,3.0,,150.0
6139-ZZRBQ,Male,1,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1198.05,No,2.0,4.0,5.5,24.0
1792-UXAFY,Female,1,No,No,17.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,4.0,7.0,2.7,130.0
6339-RZCBJ,Male,0,No,No,48.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,No,0.0,4.0,4.0,
8992-OBVDG,Male,0,No,No,21.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,,1393.6,No,1.0,8.0,2.2,145.0
0480-BIXDE,Female,0,Yes,No,19.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No,3.0,5.0,2.6,182.0
9565-FLVCG,Male,0,Yes,Yes,65.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55,4459.15,No,4.0,6.0,6.7,186.0
7615-ESMYF,Female,0,Yes,No,2.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,2.0,2.0,4.4,145.0
7047-FWEYA,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,No,4.0,4.0,8.8,131.0
2391-SOORI,Male,0,No,Yes,4.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,Yes,4.0,7.0,4.4,276.0
8707-HOEDG,Female,0,Yes,Yes,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,7689.8,No,1.0,8.0,4.3,0.0
4472-VESGY,Female,0,Yes,Yes,52.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No,1.0,10.0,7.5,204.0
0136-IFMYD,Male,1,Yes,No,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,No,0.0,3.0,7.3,142.0
2959-MJHIC,Male,0,Yes,No,4.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,Yes,2.0,4.0,4.8,69.0
1755-RMCXH,Male,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,40.25,No,4.0,4.0,4.7,365.0
1612-EOHDH,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,3.0,4.0,7.1,250.0
9555-SAHUZ,Female,0,Yes,Yes,38.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,No,2.0,5.0,4.1,281.0
4955-VCWBI,Female,0,Yes,Yes,43.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,,817.95,No,2.0,3.0,6.4,280.0
6616-AALSR,Female,0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.3,6725.3,No,2.0,1.0,7.9,285.0
7993-PYKOF,Male,0,Yes,No,8.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.95,Yes,1.0,8.0,1.5,304.0
7860-UXCRM,Male,0,Yes,Yes,63.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,4674.55,No,1.0,2.0,6.7,92.0
8566-YPRGL,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,No,0.0,7.0,7.3,170.0
1371-OJCEK,Female,0,No,No,48.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,No,1.0,6.0,6.1,13.0
3144-AUDBS,Female,0,Yes,No,,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,Yes,1.0,5.0,5.6,198.0
1038-RQOST,Male,0,Yes,Yes,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,No,1.0,5.0,5.8,279.0
9909-DFRJA,Female,0,No,No,26.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),,2475.35,No,1.0,5.0,2.9,62.0
9978-HYCIN,Male,1,Yes,Yes,47.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,No,1.0,6.0,8.6,229.0
7101-HRBLJ,Female,0,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,No,3.0,5.0,2.5,206.0
9974-JFBHQ,Male,0,No,Yes,64.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,No,3.0,5.0,3.9,309.0
9298-WGMRW,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),,8312.75,No,3.0,5.0,2.5,208.0
8778-LMWTJ,Female,0,No,No,9.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,708.2,No,3.0,7.0,4.0,80.0
4475-NVTLU,Male,0,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.2,903.7,No,4.0,6.0,1.7000000000000002,222.0
7695-PKLCZ,Female,0,No,No,68.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1424.9,No,6.0,3.0,6.0,92.0
2338-BQEZT,Female,0,No,No,55.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.55,2832.75,No,0.0,7.0,4.2,32.0
4957-SREEC,Male,0,Yes,Yes,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,No,1.0,2.0,2.2,69.0
3982-DQLUS,Male,1,Yes,Yes,65.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,No,0.0,2.0,4.9,242.0
5539-HIVAK,Female,1,Yes,No,28.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,734.6,No,2.0,3.0,4.9,187.0
5115-GZDEL,Male,0,No,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,No,1.0,7.0,4.1,186.0
9507-HSMMZ,Male,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,No,1.0,5.0,6.4,250.0
4854-CIDCF,Female,1,No,No,,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,196.4,No,1.0,0.0,6.8,306.0
4860-YZGZM,Male,0,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,185.4,No,2.0,3.0,9.7,197.0
7233-DRTRF,Male,0,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,430.6948360670311,6444.05,No,5.0,8.0,5.2,30.0
1015-OWJKI,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,19.05,No,3.0,7.0,4.5,205.0
2404-JIBFC,Female,0,Yes,Yes,,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,No,2.0,2.0,6.8,132.0
6994-FGRHH,Male,0,Yes,Yes,70.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.15,7475.1,No,1.0,3.0,3.0,348.0
4298-OYIFC,Male,0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,No,1.0,3.0,3.3,219.0
3199-XGZCY,Female,0,No,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,No,1.0,4.0,3.6,299.0
3363-DTIVD,Male,0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,3.0,3.0,5.0,309.0
4827-LTQRJ,Female,1,Yes,Yes,66.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No,3.0,5.0,2.7,156.0
9027-YFHQJ,Male,0,No,No,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,No,3.0,5.0,8.0,100.0
9489-JMTTN,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),,6595.9,No,6.0,7.0,5.6,101.0
5175-WLYXL,Male,0,No,No,22.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No,2.0,7.0,4.1,355.0
1482-OXZSY,Male,0,No,No,30.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),,2936.25,No,2.0,4.0,5.4,229.0
0869-PAPRP,Female,1,Yes,No,26.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067,No,1.0,6.0,1.0,72.0
8059-UDZFY,Female,1,No,Yes,33.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No,4.0,2.0,5.4,155.0
6168-YBYNP,Male,0,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,5.0,5.0,4.4,222.0
2792-VPPET,Male,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,76.95,No,3.0,5.0,4.6,33.0
6357-JJPQT,Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5,232.35,No,4.0,4.0,5.3,153.0
5126-RCXYW,Male,0,Yes,Yes,,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),192.74663701120838,2424.05,No,2.0,4.0,6.7,322.0
3223-WZWJM,Male,0,No,No,26.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,Yes,1.0,3.0,6.7,160.0
8207-DMRVL,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.55,8306.05,No,0.0,7.0,5.8,295.0
6772-KSATR,Male,0,No,No,1.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,,81.7,Yes,4.0,7.0,3.1,180.0
